"LocIDs" "dists" "means" "vars" "counts"
"1" 14 0.05 0.5239 0.157184236457633 30
"2" 15 0.1 0.7499 0.0792806108384889 10
"3" 19 0.4 0.8389 0.05188386845 2
"4" 20 0.65 0.8195 0.03847548013825 4
"5" 18 0.7 0.9723 0.00137534288741072 8
"6" 16 0.75 0.8413 0.0257236672769167 4
"7" 17 0.8 0.9226 0.0249717844605714 8
"8" 2 0.85 0.0182 0.0016591497122 5
"9" 1 0.9 0 0 4
"10" 13 0.95 0.0165 0.00105722761490476 7
"11" 8 1 0.0422 NA 1
